,Unnamed: 0,Unnamed: 0.1,absoluteYardlineNumber,coverage_type,defender,defender_name,defender_num,defendersInTheBox,defense,down,downfield_distance,epa,gameClock,gameDate,gameId,gameTimeEastern,gsis_play_id,homeTeamAbbr,isDefensivePI,numberOfPassRushers,offense,offenseFormation,offensePlayResult,passResult,pass_breakup,pass_coverage,pass_pattern_basic,pass_pattern_by_player,pass_receiver_target,pbu,penaltyCodes,penaltyJerseyNumbers,personnelD,personnelO,playDescription,playId,playResult,playType,poss_team_fixed,possessionTeam,preSnapHomeScore,preSnapVisitorScore,press_players,quarter,receiver,receiver_name,receiver_num,route,route_depth,route_name,targeted,typeDropback,visitorTeamAbbr,week,yardlineNumber,yardlineSide,yardsToGo,hip_reaction_time,separation
0,0.0,1191.0,52.0,MAN,ATL 20,Isaiah Oliver,20.0,5.0,ATL,1.0,,0.256883073840657,00:40:00,09/23/2018,2018092300.0,13:00:00,2094.0,ATL,0.0,5.0,NO,SHOTGUN,12.0,C,,1b,6; H7; 6; 3; 9,NO 13 6o(11); NO 41 h76(3); NO 82 6(7); NO 81 3(11); NO 19 9o,NO 41,0.0,,,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR",(:40) (Shotgun) D.Brees pass short left to A.Kamara to ATL 46 for 12 yards (R.Allen).,2094.0,12.0,play_type_pass,NO,NO,14.0,13.0,ATL 20 > NO 82; ATL 21 > NO 19; ATL 23 > NO 13,2.0,NO 82,Benjamin Watson,82.0,6.0,4.18,Hitch/Curl,0.0,TRADITIONAL,NO,3.0,42.0,NO,10.0,0.7000000000000001,
0,2.0,1189.0,75.0,MAN,NO 56,Demario Davis,56.0,5.0,NO,3.0,,-2.0389435552377,12:44:00,09/23/2018,2018092300.0,13:00:00,1108.0,ATL,0.0,5.0,ATL,EMPTY,-7.0,S,,1b,X; 6; 3; 9; 9,ATL 26 xd(3); ATL 18 76(10); ATL 81 1; ATL 12 39s(6); ATL 11 9o,,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(12:44) (Shotgun) M.Ryan sacked at ATL 28 for -7 yards (M.Davenport).,1108.0,-7.0,play_type_sack,ATL,ATL,7.0,7.0,NO 21 > ATL 12; NO 23 > ATL 11; NO 56 > ATL 18,2.0,ATL 18,Calvin Ridley,18.0,6.0,5.230000000000004,Hitch/Curl,0.0,TRADITIONAL,NO,3.0,35.0,ATL,6.0,1.7000000000000002,
0,1.0,1189.0,75.0,MAN,NO 23,Marshon Lattimore,23.0,5.0,NO,3.0,0.00999999999999801,-2.0389435552377,12:44:00,09/23/2018,2018092300.0,13:00:00,1108.0,ATL,0.0,5.0,ATL,EMPTY,-7.0,S,,1b,X; 6; 3; 9; 9,ATL 26 xd(3); ATL 18 76(10); ATL 81 1; ATL 12 39s(6); ATL 11 9o,,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(12:44) (Shotgun) M.Ryan sacked at ATL 28 for -7 yards (M.Davenport).,1108.0,-7.0,play_type_sack,ATL,ATL,7.0,7.0,NO 21 > ATL 12; NO 23 > ATL 11; NO 56 > ATL 18,2.0,ATL 11,Julio Jones,11.0,9.0,12.670000000000002,Go,0.0,TRADITIONAL,NO,3.0,35.0,ATL,6.0,,
0,0.0,1194.0,98.0,MAN,ATL 21,Desmond Trufant,21.0,6.0,ATL,2.0,0.7400000000000091,-0.15354379031627302,08:00:00,09/23/2018,2018092300.0,13:00:00,2797.0,ATL,0.0,4.0,NO,SHOTGUN,3.0,C,,1,9; H9; H5; X; 9,NO 13 99; NO 32 h9(1); NO 41 h5(2); NO 89 xl(6); NO 10 99,NO 41,0.0,,,"3 DL, 3 LB, 5 DB","2 RB, 1 TE, 2 WR",(8:00) (Shotgun) D.Brees pass short left to A.Kamara to ATL 9 for 3 yards (F.Oluokun).,2797.0,3.0,play_type_pass,NO,NO,21.0,16.0,ATL 21 > NO 10; ATL 23 > NO 13; ATL 37 > NO 89,3.0,NO 10,Tre'Quan Smith,10.0,9.0,10.739999999999995,Go,0.0,TRADITIONAL,NO,3.0,12.0,ATL,6.0,,
0,0.0,1189.0,75.0,MAN,NO 21,Patrick Robinson,21.0,5.0,NO,3.0,-0.09000000000000341,-2.0389435552377,12:44:00,09/23/2018,2018092300.0,13:00:00,1108.0,ATL,0.0,5.0,ATL,EMPTY,-7.0,S,,1b,X; 6; 3; 9; 9,ATL 26 xd(3); ATL 18 76(10); ATL 81 1; ATL 12 39s(6); ATL 11 9o,,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(12:44) (Shotgun) M.Ryan sacked at ATL 28 for -7 yards (M.Davenport).,1108.0,-7.0,play_type_sack,ATL,ATL,7.0,7.0,NO 21 > ATL 12; NO 23 > ATL 11; NO 56 > ATL 18,2.0,ATL 12,Mohamed Sanu,12.0,9.0,7.1200000000000045,Go,0.0,TRADITIONAL,NO,3.0,35.0,ATL,6.0,,
0,1.0,1185.0,40.0,MAN,ATL 21,Desmond Trufant,21.0,5.0,ATL,3.0,-0.030000000000001137,-2.01019711886856,10:46:00,09/23/2018,2018092300.0,13:00:00,2583.0,ATL,0.0,3.0,NO,SHOTGUN,-5.0,S,,1,X; H2; X; 6; 9,NO 13 xd(3); NO 41 h2(-4); NO 81 xd(4); NO 89 6(8); NO 19 9i,,0.0,,,"2 DL, 2 LB, 7 DB","1 RB, 1 TE, 3 WR",(10:46) (Shotgun) D.Brees sacked at NO 25 for -5 yards (V.Beasley).,2583.0,-5.0,play_type_sack,NO,NO,21.0,16.0,ATL 20 > NO 89; ATL 21 > NO 19; ATL 23 > NO 13,3.0,NO 19,Ted Ginn,19.0,9.0,4.840000000000003,Go,0.0,TRADITIONAL,NO,3.0,30.0,NO,5.0,,
0,0.0,1185.0,40.0,MAN,ATL 20,Isaiah Oliver,20.0,5.0,ATL,3.0,,-2.01019711886856,10:46:00,09/23/2018,2018092300.0,13:00:00,2583.0,ATL,0.0,3.0,NO,SHOTGUN,-5.0,S,,1,X; H2; X; 6; 9,NO 13 xd(3); NO 41 h2(-4); NO 81 xd(4); NO 89 6(8); NO 19 9i,,0.0,,,"2 DL, 2 LB, 7 DB","1 RB, 1 TE, 3 WR",(10:46) (Shotgun) D.Brees sacked at NO 25 for -5 yards (V.Beasley).,2583.0,-5.0,play_type_sack,NO,NO,21.0,16.0,ATL 20 > NO 89; ATL 21 > NO 19; ATL 23 > NO 13,3.0,NO 89,Josh Hill,89.0,6.0,4.649999999999999,Hitch/Curl,0.0,TRADITIONAL,NO,3.0,30.0,NO,5.0,0.30000000000000004,
0,1.0,1194.0,98.0,MAN,ATL 23,Robert Alford,23.0,6.0,ATL,2.0,0.5,-0.15354379031627302,08:00:00,09/23/2018,2018092300.0,13:00:00,2797.0,ATL,0.0,4.0,NO,SHOTGUN,3.0,C,,1,9; H9; H5; X; 9,NO 13 99; NO 32 h9(1); NO 41 h5(2); NO 89 xl(6); NO 10 99,NO 41,0.0,,,"3 DL, 3 LB, 5 DB","2 RB, 1 TE, 2 WR",(8:00) (Shotgun) D.Brees pass short left to A.Kamara to ATL 9 for 3 yards (F.Oluokun).,2797.0,3.0,play_type_pass,NO,NO,21.0,16.0,ATL 21 > NO 10; ATL 23 > NO 13; ATL 37 > NO 89,3.0,NO 13,Michael Thomas,13.0,9.0,11.530000000000001,Go,0.0,TRADITIONAL,NO,3.0,12.0,ATL,6.0,,
0,0.0,1396.0,39.0,MAN,LA 21,Aqib Talib,21.0,7.0,LA,2.0,0.509999999999998,-0.9283426069908408,12:26:00,09/23/2018,2018092310.0,16:05:00,257.0,LA,0.0,5.0,LAC,SHOTGUN,0.0,I,,1,4; X; H2; X; 9,LAC 81 4(11); LAC 13 xd(1); LAC 28 h2(-4); LAC 88 x6(5); LAC 16 9o,LAC 13,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(12:26) (No Huddle, Shotgun) P.Rivers pass incomplete short middle to K.Allen.",257.0,0.0,play_type_pass,LAC,LAC,0.0,0.0,LA 21 > LAC 16,1.0,LAC 16,Tyrell Williams,16.0,9.0,6.469999999999999,Go,0.0,TRADITIONAL,LAC,3.0,29.0,LAC,5.0,,
0,0.0,1147.0,73.0,MAN,SF 20,Jimmie Ward,20.0,5.0,SF,2.0,0.5699999999999932,0.208505032811816,01:10:00,09/23/2018,2018092305.0,13:00:00,2133.0,KC,0.0,6.0,KC,SHOTGUN,9.0,C,,1b,9; 8; X; H0; 9,KC 14 9o; KC 17 8o(12); KC 10 xo(14); KC 26 h0(-5); KC 87 9,KC 26,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(1:10) (Shotgun) P.Mahomes pass short right to Dam. Williams pushed ob at SF 28 for 9 yards (D.Reed).,2133.0,9.0,play_type_pass,KC,KC,28.0,7.0,SF 20 > KC 14,2.0,KC 14,Sammy Watkins,14.0,9.0,10.120000000000005,Go,0.0,TRADITIONAL,SF,3.0,37.0,SF,11.0,,
0,1.0,1201.0,24.0,MAN,ATL 23,Robert Alford,23.0,6.0,ATL,1.0,1.2699999999999996,-0.17976904436239102,04:26:00,09/23/2018,2018092300.0,13:00:00,4689.0,ATL,0.0,5.0,NO,SHOTGUN,0.0,I,,1b,9; -; 9; H0; X,NO 19 9; NO 13 z; NO 81 9so; NO 41 h0(-3); NO 82 xd(2),,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(4:26) (Shotgun) D.Brees pass incomplete short right to A.Kamara.,4689.0,0.0,play_type_pass,NO,NO,37.0,37.0,ATL 21 > NO 81; ATL 23 > NO 19; ATL 34 > NO 13; ATL 59 > NO 82,5.0,NO 19,Ted Ginn,19.0,9.0,10.08,Go,0.0,SCRAMBLE_ROLLOUT_RIGHT,NO,3.0,14.0,ATL,10.0,,
0,0.0,1201.0,24.0,MAN,ATL 21,Desmond Trufant,21.0,6.0,ATL,1.0,-17.59,-0.17976904436239102,04:26:00,09/23/2018,2018092300.0,13:00:00,4689.0,ATL,0.0,5.0,NO,SHOTGUN,0.0,I,,1b,9; -; 9; H0; X,NO 19 9; NO 13 z; NO 81 9so; NO 41 h0(-3); NO 82 xd(2),,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(4:26) (Shotgun) D.Brees pass incomplete short right to A.Kamara.,4689.0,0.0,play_type_pass,NO,NO,37.0,37.0,ATL 21 > NO 81; ATL 23 > NO 19; ATL 34 > NO 13; ATL 59 > NO 82,5.0,NO 81,Cameron Meredith,81.0,9.0,6.739999999999998,Go,0.0,SCRAMBLE_ROLLOUT_RIGHT,NO,3.0,14.0,ATL,10.0,,
0,0.0,1200.0,45.0,MAN,ATL 21,Desmond Trufant,21.0,6.0,ATL,1.0,0.9299999999999997,-0.3037467871939249,06:55:00,09/23/2018,2018092300.0,13:00:00,4535.0,ATL,0.0,4.0,NO,EMPTY,0.0,I,ATL 34,1,9; X; 9; X; 9,NO 41 9; NO 13 xd(2); NO 89 9so; NO 82 xo(10); NO 19 9o,NO 82,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 2 TE, 2 WR",(6:55) (Shotgun) D.Brees pass incomplete short left to B.Watson (B.Poole).,4535.0,0.0,play_type_pass,NO,NO,37.0,37.0,ATL 21 > NO 19; ATL 23 > NO 13,5.0,NO 19,Ted Ginn,19.0,9.0,10.119999999999997,Go,0.0,TRADITIONAL,NO,3.0,35.0,ATL,10.0,,
0,1.0,3087.0,66.0,MAN,MIN 29,Xavier Rhodes,29.0,6.0,MIN,3.0,,1.7913283142239895,08:19:00,09/23/2018,2018092307.0,13:00:00,1442.0,MIN,0.0,6.0,BUF,SHOTGUN,12.0,C,,1b,6; 4; 8; -; 6,BUF 14 6(4); BUF 85 4(10); BUF 11 8o(9); BUF 33 kr; BUF 13 6(10),BUF 13,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(8:19) (Shotgun) J.Allen pass short right to K.Benjamin to MIN 32 for 12 yards (A.Sendejo).,1442.0,12.0,play_type_pass,BUF,BUF,0.0,24.0,MIN 22 > BUF 85; MIN 29 > BUF 13,2.0,BUF 13,Kelvin Benjamin,13.0,6.0,4.909999999999997,Hitch/Curl,1.0,TRADITIONAL,BUF,3.0,44.0,MIN,6.0,0.4,0.8009993757800286
0,0.0,1198.0,73.0,MAN,ATL 21,Desmond Trufant,21.0,6.0,ATL,1.0,0.19000000000000483,-0.0431703922571738,13:36:00,09/23/2018,2018092300.0,13:00:00,3385.0,ATL,0.0,4.0,NO,SINGLEBACK,7.0,C,,1,4; X; H4; 9; 9,NO 13 4(12); NO 81 xo(12); NO 41 frh4(2); NO 89 19(4); NO 19 9i,NO 41,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(13:36) D.Brees pass short right to A.Kamara to NO 44 for 7 yards (D.Riley).,3385.0,7.0,play_type_pass,NO,NO,29.0,23.0,ATL 21 > NO 19; ATL 23 > NO 13; ATL 34 > NO 81,4.0,NO 19,Ted Ginn,19.0,9.0,12.799999999999997,Go,0.0,TRADITIONAL,NO,3.0,37.0,NO,10.0,,
0,0.0,1196.0,54.0,MAN,NO 20,Ken Crawley,20.0,7.0,NO,2.0,-22.060000000000002,1.42123628190693,01:30:00,09/23/2018,2018092300.0,13:00:00,3157.0,ATL,0.0,6.0,ATL,SINGLEBACK,18.0,C,,1b,9; X; 3; H6; 9,ATL 18 79(10); ATL 81 xo(12); ATL 82 k1; ATL 25 h66(0); ATL 11 9,ATL 25,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 2 TE, 2 WR",(1:30) M.Ryan pass short middle to I.Smith to NO 26 for 18 yards (D.Davis; J.Bromley).,3157.0,18.0,play_type_pass,ATL,ATL,21.0,23.0,NO 20 > ATL 11; NO 29 > ATL 81,3.0,ATL 11,Julio Jones,11.0,9.0,15.25,Go,0.0,TRADITIONAL,NO,3.0,44.0,NO,12.0,,
0,1.0,1400.0,54.0,MAN,LA 37,Sam Shields,37.0,6.0,LA,1.0,,-4.7061569405685715,13:38:00,09/23/2018,2018092310.0,16:05:00,2289.0,LA,0.0,4.0,LAC,SHOTGUN,10.0,C,,1,6; 9; 6; -; 6,LAC 16 6(5); LAC 81 9y; LAC 85 6(6); LAC 28 kr; LAC 13 6(8),LAC 13,0.0,,,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR","(13:38) (Shotgun) P.Rivers pass short right to K.Allen to LA 46 for 10 yards (A.Talib). FUMBLES (A.Talib), RECOVERED by LA-L.Joyner at LA 45. L.Joyner to LA 45 for no gain (K.Allen).",2289.0,11.0,play_type_pass,LAC,LAC,21.0,13.0,LA 21 > LAC 13; LA 37 > LAC 16,3.0,LAC 16,Tyrell Williams,16.0,6.0,3.3800000000000026,Hitch/Curl,0.0,TRADITIONAL,LAC,3.0,44.0,LAC,10.0,0.1,
0,0.0,1400.0,54.0,MAN,LA 21,Aqib Talib,21.0,6.0,LA,1.0,,-4.7061569405685715,13:38:00,09/23/2018,2018092310.0,16:05:00,2289.0,LA,0.0,4.0,LAC,SHOTGUN,10.0,C,,1,6; 9; 6; -; 6,LAC 16 6(5); LAC 81 9y; LAC 85 6(6); LAC 28 kr; LAC 13 6(8),LAC 13,0.0,,,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR","(13:38) (Shotgun) P.Rivers pass short right to K.Allen to LA 46 for 10 yards (A.Talib). FUMBLES (A.Talib), RECOVERED by LA-L.Joyner at LA 45. L.Joyner to LA 45 for no gain (K.Allen).",2289.0,11.0,play_type_pass,LAC,LAC,21.0,13.0,LA 21 > LAC 13; LA 37 > LAC 16,3.0,LAC 13,Keenan Allen,13.0,6.0,4.369999999999997,Hitch/Curl,1.0,TRADITIONAL,LAC,3.0,44.0,LAC,10.0,0.30000000000000004,1.5402921800749352
0,0.0,1197.0,105.0,MAN,NO 26,P.J. Williams,26.0,7.0,NO,1.0,-0.6899999999999977,1.47567086855228,14:17:00,09/23/2018,2018092300.0,13:00:00,3305.0,ATL,0.0,4.0,ATL,SHOTGUN,5.0,C,,1,2; 9; H4; 6; 7,ATL 11 2(3); ATL 12 9si; ATL 26 h21(-1); ATL 81 6(7); ATL 18 7i(5),ATL 26,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(14:17) (Shotgun) M.Ryan pass short right to T.Coleman for 5 yards, TOUCHDOWN.",3305.0,5.0,play_type_pass,ATL,ATL,21.0,23.0,NO 26 > ATL 12,4.0,ATL 12,Mohamed Sanu,12.0,9.0,5.230000000000004,Go,0.0,TRADITIONAL,NO,3.0,5.0,NO,5.0,,
0,4.0,3252.0,37.0,MAN,PIT 98,Vince Williams,98.0,4.0,PIT,2.0,0.14000000000000057,-0.508591768389143,02:53:00,09/24/2018,2018092400.0,20:15:00,730.0,TB,0.0,5.0,TB,EMPTY,0.0,I,PIT 51,1b,9; 6; 2; 9; 2,TB 25 9o; TB 12 6(8); TB 80 2(3); TB 10 9y; TB 11 2(2),TB 80,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(2:53) (Shotgun) R.Fitzpatrick pass incomplete short middle to O.Howard (J.Bostic).,730.0,0.0,play_type_pass,TB,TB,7.0,6.0,PIT 23 > TB 11; PIT 25 > TB 12; PIT 28 > TB 10; PIT 51 > TB 80; PIT 98 > TB 25,1.0,TB 25,Peyton Barber,25.0,9.0,6.07,Go,0.0,TRADITIONAL,PIT,3.0,27.0,PIT,8.0,,
0,1.0,1250.0,69.0,MAN,SF 23,Ahkello Witherspoon,23.0,5.0,SF,1.0,-0.15000000000000568,0.125917958307243,00:58:00,09/23/2018,2018092305.0,13:00:00,3583.0,KC,0.0,4.0,KC,EMPTY,8.0,C,,1,6; 4; 3; 6; 9,KC 26 6(3); KC 17 4i(11); KC 87 21(3); KC 14 6(4); KC 10 9o,KC 87,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(:58) (Shotgun) P.Mahomes pass short middle to T.Kelce to SF 33 for 8 yards (A.Exum).,3583.0,8.0,play_type_pass,KC,KC,35.0,24.0,SF 20 > KC 17; SF 23 > KC 10; SF 38 > KC 87,3.0,KC 10,Tyreek Hill,10.0,9.0,8.719999999999999,Go,0.0,TRADITIONAL,SF,3.0,41.0,SF,10.0,,
0,0.0,1249.0,26.0,MAN,KC 20,Steven Nelson,20.0,7.0,KC,2.0,,1.09349175613924,03:25:00,09/23/2018,2018092305.0,13:00:00,3389.0,KC,0.0,5.0,SF,SHOTGUN,13.0,C,,1,5; 9; -; 4; 8,SF 18 5o(18); SF 22 h7s(1); SF 85 k; SF 81 4(11); SF 15 8o(12),SF 22,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(3:25) (Shotgun) J.Garoppolo pass short left to M.Breida to KC 3 for 13 yards (R.Parker).,3389.0,13.0,play_type_pass,SF,SF,35.0,16.0,KC 20 > SF 18; KC 22 > SF 15,3.0,SF 18,Dante Pettis,18.0,5.0,12.13,Comeback,0.0,SCRAMBLE_ROLLOUT_LEFT,SF,3.0,16.0,KC,10.0,0.1,
0,1.0,1248.0,30.0,MAN,SF 24,K'Waun Williams,24.0,6.0,SF,2.0,,-0.9115797826676127,08:23:00,09/23/2018,2018092305.0,13:00:00,3063.0,KC,0.0,4.0,KC,SHOTGUN,0.0,I,,1,6; 6; 3; H4; 3,KC 87 6o(10); KC 17 6i(15); KC 10 1; KC 27 krh21(2); KC 14 36(8),KC 14,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(8:23) (Shotgun) P.Mahomes pass incomplete short right to S.Watkins [R.Blair].,3063.0,0.0,play_type_pass,KC,KC,35.0,16.0,SF 23 > KC 14; SF 24 > KC 17,3.0,KC 17,Chris Conley,17.0,6.0,3.6000000000000014,Hitch/Curl,0.0,SCRAMBLE,SF,3.0,20.0,KC,15.0,0.30000000000000004,
0,0.0,1246.0,58.0,MAN,SF 20,Jimmie Ward,20.0,6.0,SF,3.0,,-1.78313007215073,11:47:00,09/23/2018,2018092305.0,13:00:00,2753.0,KC,0.0,4.0,KC,SHOTGUN,0.0,I,,1,6; 8; 3; H8; 2,KC 14 6o(4); KC 10 8(9); KC 87 21(1); KC 32 h8(2); KC 84 2(-1),KC 84,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 2 TE, 2 WR",(11:47) (Shotgun) P.Mahomes pass incomplete short right to D.Harris.,2753.0,0.0,play_type_pass,KC,KC,35.0,10.0,SF 20 > KC 14; SF 23 > KC 84; SF 24 > KC 10; SF 38 > KC 87,3.0,KC 14,Sammy Watkins,14.0,6.0,3.259999999999998,Hitch/Curl,0.0,TRADITIONAL,SF,3.0,48.0,KC,3.0,0.1,
0,0.0,1244.0,77.0,MAN,SF 20,Jimmie Ward,20.0,7.0,SF,2.0,1.2199999999999989,0.859022429095484,00:16:00,09/23/2018,2018092305.0,13:00:00,3607.0,KC,0.0,5.0,KC,SHOTGUN,10.0,C,,1b,9; -; -; 2; 2,KC 17 9; KC 87 r; KC 27 flr; KC 14 2(3); KC 10 2(4),KC 14,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(:16) P.Mahomes pass short middle to S.Watkins to SF 23 for 10 yards (D.Reed).,3607.0,10.0,play_type_pass,KC,KC,35.0,24.0,SF 20 > KC 17,3.0,KC 17,Chris Conley,17.0,9.0,4.219999999999999,Go,0.0,TRADITIONAL,SF,3.0,33.0,SF,2.0,,
0,2.0,1243.0,59.0,MAN,SF 24,K'Waun Williams,24.0,5.0,SF,1.0,,0.78403524993388,01:25:00,09/23/2018,2018092305.0,13:00:00,2071.0,KC,0.0,5.0,KC,SHOTGUN,15.0,C,,2Mb,9; 6; 6; H4; 9,KC 10 9o; KC 17 6(6); KC 84 6(12); KC 32 krh21(0); KC 14 9o,KC 32,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(1:25) (Shotgun) P.Mahomes pass short right to S.Ware pushed ob at SF 36 for 15 yards (A.Witherspoon).,2071.0,15.0,play_type_pass,KC,KC,28.0,7.0,SF 20 > KC 10; SF 23 > KC 14; SF 24 > KC 17,2.0,KC 17,Chris Conley,17.0,6.0,3.719999999999999,Hitch/Curl,0.0,SCRAMBLE,SF,3.0,49.0,KC,10.0,0.4,
0,1.0,1243.0,59.0,MAN,SF 23,Ahkello Witherspoon,23.0,5.0,SF,1.0,-0.09000000000000341,0.78403524993388,01:25:00,09/23/2018,2018092305.0,13:00:00,2071.0,KC,0.0,5.0,KC,SHOTGUN,15.0,C,,2Mb,9; 6; 6; H4; 9,KC 10 9o; KC 17 6(6); KC 84 6(12); KC 32 krh21(0); KC 14 9o,KC 32,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(1:25) (Shotgun) P.Mahomes pass short right to S.Ware pushed ob at SF 36 for 15 yards (A.Witherspoon).,2071.0,15.0,play_type_pass,KC,KC,28.0,7.0,SF 20 > KC 10; SF 23 > KC 14; SF 24 > KC 17,2.0,KC 14,Sammy Watkins,14.0,9.0,16.650000000000006,Go,0.0,SCRAMBLE,SF,3.0,49.0,KC,10.0,,
0,0.0,1243.0,59.0,MAN,SF 20,Jimmie Ward,20.0,5.0,SF,1.0,0.37999999999999545,0.78403524993388,01:25:00,09/23/2018,2018092305.0,13:00:00,2071.0,KC,0.0,5.0,KC,SHOTGUN,15.0,C,,2Mb,9; 6; 6; H4; 9,KC 10 9o; KC 17 6(6); KC 84 6(12); KC 32 krh21(0); KC 14 9o,KC 32,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(1:25) (Shotgun) P.Mahomes pass short right to S.Ware pushed ob at SF 36 for 15 yards (A.Witherspoon).,2071.0,15.0,play_type_pass,KC,KC,28.0,7.0,SF 20 > KC 10; SF 23 > KC 14; SF 24 > KC 17,2.0,KC 10,Tyreek Hill,10.0,9.0,16.58,Go,0.0,SCRAMBLE,SF,3.0,49.0,KC,10.0,,
0,0.0,1242.0,43.0,MAN,SF 20,Jimmie Ward,20.0,5.0,SF,3.0,0.3999999999999986,1.16074326320299,01:32:00,09/23/2018,2018092305.0,13:00:00,2042.0,KC,0.0,4.0,KC,SHOTGUN,16.0,C,,1D,9; 8; 9; H5; 6,KC 14 9o; KC 17 8o(17); KC 10 9si; KC 32 krh5(2); KC 87 6(13),KC 87,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(1:32) (Shotgun) P.Mahomes pass short right to T.Kelce pushed ob at KC 49 for 16 yards (R.Foster) [R.Blair].,2042.0,16.0,play_type_pass,KC,KC,28.0,7.0,SF 20 > KC 14; SF 24 > KC 17,2.0,KC 14,Sammy Watkins,14.0,9.0,7.850000000000001,Go,0.0,TRADITIONAL,SF,3.0,33.0,KC,9.0,,
0,0.0,3035.0,73.0,MAN,MIN 21,Mike Hughes,21.0,7.0,MIN,2.0,0.9099999999999966,-0.632887757820301,07:34:00,09/23/2018,2018092307.0,13:00:00,1521.0,MIN,0.0,5.0,BUF,SHOTGUN,0.0,I,,1b,4; 9; -; 3; 9,BUF 16 4(5); BUF 11 9s; BUF 33 flkl; BUF 80 1; BUF 18 9,BUF 18,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(7:34) (Shotgun) J.Allen pass incomplete deep right to A.Holmes [S.Weatherly].,1521.0,0.0,play_type_pass,BUF,BUF,0.0,24.0,MIN 21 > BUF 18,2.0,BUF 18,Andre Holmes,18.0,9.0,3.7900000000000063,Go,1.0,TRADITIONAL,BUF,3.0,37.0,MIN,15.0,,0.5186520991955931
0,0.0,1251.0,29.0,MAN,SF 24,K'Waun Williams,24.0,6.0,SF,2.0,0.370000000000001,-0.440534329790179,14:06:00,09/23/2018,2018092305.0,13:00:00,3712.0,KC,0.0,4.0,KC,SHOTGUN,0.0,I,,1,8; 9; 6; H2; X,KC 17 8(10); KC 10 19(4); KC 14 6(8); KC 27 ckrh2(-4); KC 87 x6(1),KC 14,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(14:06) (Shotgun) P.Mahomes pass incomplete short middle to S.Watkins [D.Buckner].,3712.0,0.0,play_type_pass,KC,KC,35.0,24.0,SF 24 > KC 10,4.0,KC 10,Tyreek Hill,10.0,9.0,10.18,Go,0.0,SCRAMBLE,SF,3.0,19.0,SF,6.0,,
0,0.0,1184.0,96.0,MAN,NO 20,Ken Crawley,20.0,7.0,NO,3.0,,-0.467778005970785,00:53:00,09/23/2018,2018092300.0,13:00:00,2053.0,ATL,0.0,4.0,ATL,SHOTGUN,0.0,I,,1d,6; 3; H9; 7; 3,ATL 18 26(10); ATL 81 21(2); ATL 26 h9(2); ATL 12 7i(10); ATL 11 21(6),ATL 81,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(:53) (Shotgun) M.Ryan pass incomplete short left to A.Hooper [D.Davis].,2053.0,0.0,play_type_pass,ATL,ATL,14.0,13.0,NO 20 > ATL 18; NO 21 > ATL 12; NO 24 > ATL 81,2.0,ATL 18,Calvin Ridley,18.0,6.0,4.859999999999999,Hitch/Curl,0.0,SCRAMBLE_ROLLOUT_LEFT,NO,3.0,14.0,ATL,5.0,0.4,
