"","gameId","gsis_play_id","poss_team_fixed","offense","defense","coverage_type","pass_coverage","pass_pattern_by_player","pass_pattern_basic","pass_breakup","pass_receiver_target","press_players","playId","playDescription","quarter","down","yardsToGo","possessionTeam","playType","yardlineSide","yardlineNumber","offenseFormation","personnelO","defendersInTheBox","numberOfPassRushers","personnelD","typeDropback","preSnapVisitorScore","preSnapHomeScore","gameClock","absoluteYardlineNumber","penaltyCodes","penaltyJerseyNumbers","passResult","offensePlayResult","playResult","epa","isDefensivePI","gameDate","gameTimeEastern","homeTeamAbbr","visitorTeamAbbr","week"
"207",2018111105,3036,"KC","KC","ARZ","MAN","1b","KC 10 9; KC 87 39(8); KC 27 h31(-1); KC 17 4(14); KC 11 4(5)","9; 9; H5; 4; 4",NA,"KC 27","ARZ 21 > KC 10; ARZ 23 > KC 11; ARZ 36 > KC 17; ARZ 41 > KC 87",3036,"(11:01) (Shotgun) P.Mahomes pass short left to K.Hunt pushed ob at ARZ 3 for 16 yards (A.Bethea).",4,1,10,"KC","play_type_pass","ARI",19,"SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",14,20,"11:01:00",29,"","","C",16,16,1.09654907504252,FALSE,"11/11/2018","13:00:00","KC","ARI",10
"208",2018111105,3874,"ARI","ARZ","KC","MAN","2M","ARZ 13 4(15); ARZ 31 klh3(-5); ARZ 11 3(14); ARZ 86 3(5); ARZ 16 8(15)","4; H3; 3; 3; 8",NA,"ARZ 31","KC 22 > ARZ 16; KC 23 > ARZ 11; KC 49 > ARZ 86",3874,"(1:36) (Shotgun) J.Rosen pass short left to D.Johnson pushed ob at ARZ 35 for 10 yards (D.O'Daniel) [B.Speaks].",4,2,10,"ARI","play_type_pass","ARI",25,"SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","SCRAMBLE",14,26,"01:36:00",35,"","","C",10,10,0.515000165472494,FALSE,"11/11/2018","13:00:00","KC","ARI",10
"209",2018122302,452,"JAX","JAX","MIA","MAN","1b","JAX 13 6(10); JAX 80 6i(10); JAX 27 kl; JAX 12 9o; JAX 84 6o(9)","6; 6; -; 9; 6",NA,"JAX 13","MIA 28 > JAX 12; MIA 31 > JAX 84",452,"(7:19) (Shotgun) C.Kessler pass short left to R.Greene to MIA 44 for 10 yards (T.McTyer).",1,3,6,"JAX","play_type_pass","JAX",46,"SHOTGUN","1 RB, 1 TE, 3 WR",7,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,7,"07:19:00",56,"","","C",10,10,2.04668839703927,FALSE,"12/23/2018","13:00:00","MIA","JAX",16
"210",2018122302,364,"JAX","JAX","MIA","MAN","1b","JAX 84 xl(6); JAX 80 c9s; JAX 27 kr; JAX 12 4i(14); JAX 10 3(10)","X; 9; -; 4; 3",NA,"JAX 10","MIA 24 > JAX 84; MIA 28 > JAX 12",364,"(8:34) (Shotgun) C.Kessler pass short right to D.Moncrief pushed ob at JAX 42 for 10 yards (C.Armstrong).",1,3,3,"JAX","play_type_pass","JAX",32,"SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,7,"08:34:00",42,"","","C",10,10,2.08630132193652,FALSE,"12/23/2018","13:00:00","MIA","JAX",16
"211",2018101404,3110,"MIA","MIA","CHI","MAN","0b","MIA 10 9; MIA 32 kr; MIA 86 1z; MIA 80 1z; MIA 15 0t(0)","9; -; 3; 3; 0",NA,"MIA 15","CHI 22 > MIA 10",3110,"(9:19) (Shotgun) B.Osweiler pass short right to A.Wilson for 43 yards, TOUCHDOWN.",4,3,6,"MIA","play_type_pass","CHI",43,"SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"5 DL, 2 LB, 4 DB","TRADITIONAL",21,13,"09:19:00",53,"","","C",43,43,4.89378167889673,FALSE,"10/14/2018","13:00:00","MIA","CHI",6
"212",2018101404,1507,"MIA","MIA","CHI","MAN","1","MIA 80 xo(14); MIA 10 6(12); MIA 83 c1; MIA 21 kr; MIA 15 xd(3)","X; 6; 3; -; X",NA,"MIA 15","CHI 23 > MIA 15; CHI 37 > MIA 80",1507,"(2:17) (No Huddle, Shotgun) B.Osweiler pass short middle to A.Wilson to MIA 21 for 5 yards (K.Fuller, A.Amos).",2,2,6,"MIA","play_type_pass","MIA",16,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,7,"02:17:00",94,"","","C",5,5,-0.18867878864436,FALSE,"10/14/2018","13:00:00","MIA","CHI",6
"213",2018101404,3065,"MIA","MIA","CHI","MAN","1","MIA 86 9; MIA 32 fr; MIA 15 flh3(-4); MIA 80 1z; MIA 19 0(0)","9; -; H3; 3; 0",NA,"MIA 19","CHI 37 > MIA 80",3065,"(10:44) (No Huddle, Shotgun) B.Osweiler pass short right to J.Grant to CHI 45 for 2 yards (E.Jackson).",4,1,10,"MIA","play_type_pass","CHI",47,"SHOTGUN","1 RB, 1 TE, 3 WR",6,2,"3 DL, 3 LB, 5 DB","TRADITIONAL",21,13,"10:44:00",57,"","","C",2,2,-0.276528031504446,FALSE,"10/14/2018","13:00:00","MIA","CHI",6
"214",2018101404,3690,"MIA","MIA","CHI","MAN","1","MIA 10 9z; MIA 80 z; MIA 15 0u(-2); MIA 32 r; MIA 83 r","9; -; 0; -; -",NA,"MIA 15","CHI 37 > MIA 80",3690,"(1:45) (Shotgun) B.Osweiler pass short left to A.Wilson to CHI 45 for no gain (E.Jackson).",4,2,10,"MIA","play_type_pass","CHI",45,"SHOTGUN","1 RB, 1 TE, 3 WR",6,1,"3 DL, 3 LB, 5 DB","TRADITIONAL",28,28,"01:45:00",55,"","","C",0,0,-0.633074429412654,FALSE,"10/14/2018","13:00:00","MIA","CHI",6
"215",2018102500,3552,"HOU","HST","MIA","MAN","1","HST 10 9o; HST 26 ch36(-1); HST 28 ch21(0); HST 21 8(15); HST 15 9i","9; H3; H4; 8; 9",NA,"HST 15","MIA 25 > HST 10; MIA 28 > HST 15; MIA 29 > HST 21",3552,"(9:03) (Shotgun) D.Watson pass incomplete deep right to W.Fuller. HST-W.Fuller was injured during the play. His return is Probable.  PENALTY on MIA-B.McCain, Defensive Pass Interference, 38 yards, enforced at MIA 46 - No Play. Penalty on MIA-X.Howard, Illegal Contact, declined. Penalty on MIA-B.McCain, Defensive Holding, declined.",4,2,7,"HOU","play_type_unknown","MIA",46,"SHOTGUN","3 RB, 0 TE, 2 WR",6,NA,"4 DL, 2 LB, 5 DB","",NA,NA,"",NA,"DPI;ICT;DH","MIA 28;MIA 25;MIA 28","I",0,38,2.66568802568303,TRUE,"10/25/2018","20:20:00","HOU","MIA",8
"216",2018093001,1679,"CHI","CHI","TB","MAN","1","CHI 11 6(2); CHI 18 9o; CHI 12 21(4); CHI 29 3(4); CHI 80 9","6; 9; 3; 3; 9",NA,"CHI 18","TB 24 > CHI 12; TB 33 > CHI 11; TB 36 > CHI 18",1679,"(8:08) (Shotgun) M.Trubisky pass deep left to T.Gabriel to TB 40 for 30 yards (M.Stewart).",2,1,10,"CHI","play_type_pass","CHI",30,"EMPTY","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",3,28,"08:08:00",80,"","","C",30,30,1.77829882189607,FALSE,"09/30/2018","13:00:00","CHI","TB",4
"217",2018093001,389,"CHI","CHI","TB","MAN","1","CHI 29 3o(6); CHI 18 xo(12); CHI 12 8o(15); CHI 83 3(3); CHI 88 7i(10)","3; X; 8; 3; 7",NA,"CHI 83","TB 33 > CHI 29; TB 36 > CHI 18; TB 54 > CHI 88",389,"(10:09) (Shotgun) M.Trubisky pass incomplete short right to J.Wims.",1,2,7,"CHI","play_type_pass","CHI",37,"EMPTY","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,7,"10:09:00",47,"","","I",0,0,-0.918359016790045,FALSE,"09/30/2018","13:00:00","CHI","TB",4
"218",2018093001,529,"TB","TB","CHI","MAN","2M","TB 84 2(0); TB 10 3(3); TB 12 8o(10); TB 11 3(3); TB 13 9","2; 3; 8; 3; 9",NA,"TB 11","CHI 23 > TB 13; CHI 37 > TB 11",529,"(8:34) (Shotgun) R.Fitzpatrick pass short right to D.Jackson ran ob at TB 33 for 11 yards (A.Amos).",1,3,2,"TB","play_type_pass","TB",22,"EMPTY","0 RB, 1 TE, 4 WR",4,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,7,"08:34:00",88,"","","C",11,11,2.28718401467217,FALSE,"09/30/2018","13:00:00","CHI","TB",4
"219",2018093001,2782,"CHI","CHI","TB","MAN","RZb","CHI 88 k; CHI 24 kr; CHI 80 3(5); CHI 18 1; CHI 12 6(2)","-; -; 3; 3; 6",NA,"CHI 18","TB 29 > CHI 18; TB 33 > CHI 12",2782,"(10:32) (Shotgun) M.Trubisky pass short right to T.Gabriel for 3 yards, TOUCHDOWN.",3,3,3,"CHI","play_type_pass","TB",3,"SHOTGUN","1 RB, 2 TE, 2 WR",8,4,"4 DL, 3 LB, 4 DB","SCRAMBLE_ROLLOUT_RIGHT",3,38,"10:32:00",107,"","","C",3,3,1.82388249965308,FALSE,"09/30/2018","13:00:00","CHI","TB",4
"220",2018122400,3407,"DEN","DEN","OAK","MAN","1b","DEN 14 21(4); DEN 17 3(16); DEN 23 ch66(-2); DEN 85 7i(11); DEN 81 21(3)","3; 3; H6; 7; 3",NA,"DEN 81","OAK 22 > DEN 81; OAK 25 > DEN 85; OAK 37 > DEN 14",3407,"(9:49) (No Huddle, Shotgun) C.Keenum pass short right to T.Patrick to OAK 37 for 13 yards (R.Melvin).",4,3,1,"DEN","play_type_pass","",50,"SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"3 DL, 3 LB, 5 DB","TRADITIONAL",7,24,"09:49:00",60,"","","C",13,13,2.01742100286599,FALSE,"12/24/2018","20:15:00","OAK","DEN",16
"221",2018122400,3012,"OAK","OAK","DEN","MAN","1","OAK 88 5(17); OAK 30 klh3(-6); OAK 87 1; OAK 10 xd(4); OAK 82 2(5)","5; H3; 3; X; 2",NA,"OAK 82","DEN 22 > OAK 82; DEN 29 > OAK 10",3012,"(1:56) (Shotgun) D.Carr pass short middle to J.Nelson to DEN 38 for 12 yards (T.Brock).",3,3,4,"OAK","play_type_pass","",50,"SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",7,17,"01:56:00",60,"","","C",12,12,2.09538469502037,FALSE,"12/24/2018","20:15:00","OAK","DEN",16
"222",2018122400,3098,"OAK","OAK","DEN","MAN","1","OAK 82 6o(7); OAK 30 klh3(-5); OAK 87 6(5); OAK 10 9si; OAK 17 3(9)","6; H3; 6; 9; 3",NA,"OAK 82","DEN 29 > OAK 10; DEN 41 > OAK 82",3098,"(15:00) (Shotgun) D.Carr pass short left to J.Nelson pushed ob at DEN 24 for 7 yards (I.Yiadom).",4,3,3,"OAK","play_type_pass","DEN",31,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",7,17,"15:00:00",79,"","","C",7,7,1.24278714282084,FALSE,"12/24/2018","20:15:00","OAK","DEN",16
"223",2018122400,3258,"DEN","DEN","OAK","MAN","1","DEN 81 6(10); DEN 14 2(5); DEN 89 xu(-2); DEN 28 flh31(-1); DEN 17 2(5)","6; 2; X; H5; 2",NA,"DEN 14","OAK 22 > DEN 17",3258,"(12:11) (Shotgun) C.Keenum pass incomplete deep right to C.Sutton. PENALTY on OAK-R.Melvin, Defensive Holding, 5 yards, enforced at DEN 23 - No Play.",4,1,10,"DEN","play_type_unknown","DEN",23,"SHOTGUN","1 RB, 1 TE, 3 WR",6,NA,"4 DL, 2 LB, 5 DB","",NA,NA,"",NA,"DH","OAK 22","I",0,5,0.380090456296313,FALSE,"12/24/2018","20:15:00","OAK","DEN",16
"224",2018112506,1076,"NYG","NYG","PHI","MAN","1b","NYG 87 7(15); NYG 13 3(14); NYG 85 k; NYG 26 klh36(-3); NYG 81 9bo(28)","7; 3; -; H3; 9",NA,"NYG 81","PHI 39 > NYG 81",1076,"(13:44) (Shotgun) E.Manning pass deep right to R.Shepard to NYG 44 for 29 yards (C.Sullivan). PHI-M.Bennett was injured during the play.",2,3,8,"NYG","play_type_pass","NYG",15,"SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"4 DL, 1 LB, 6 DB","TRADITIONAL",9,0,"13:44:00",25,"","","C",29,29,3.57190744215893,FALSE,"11/25/2018","13:00:00","PHI","NYG",12
"225",2018112506,650,"NYG","NYG","PHI","MAN","1","NYG 13 9o; NYG 82 k1; NYG 22 h2(-7); NYG 85 c21(4); NYG 87 6(10)","9; 3; H2; 3; 6",NA,"NYG 13","PHI 41 > NYG 13",650,"(5:10) E.Manning pass deep left to O.Beckham pushed ob at PHI 10 for 39 yards (D.Bausby).",1,1,10,"NYG","play_type_pass","PHI",49,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",6,0,"05:10:00",59,"","","C",39,39,2.30862274337092,FALSE,"11/25/2018","13:00:00","PHI","NYG",12
"226",2018112506,1054,"NYG","NYG","PHI","MAN","1","NYG 81 2(2); NYG 13 3o(13); NYG 26 h21(3); NYG 85 7(12); NYG 87 8(18)","2; 3; H4; 7; 8",NA,"NYG 85","PHI 34 > NYG 13",1054,"(13:48) (Shotgun) E.Manning pass incomplete deep right to R.Ellison [F.Cox].",2,2,8,"NYG","play_type_pass","NYG",15,"SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",9,0,"13:48:00",25,"","","I",0,0,-0.84650646838816,FALSE,"11/25/2018","13:00:00","PHI","NYG",12
"227",2018112506,537,"NYG","NYG","PHI","MAN","1","NYG 19 2(4); NYG 85 xu(-3); NYG 26 h31(-2); NYG 87 6i(8); NYG 13 6(5)","2; X; H5; 6; 6",NA,"NYG 26","PHI 34 > NYG 87",537,"(7:37) (Shotgun) E.Manning pass short left to S.Barkley to NYG 13 for 5 yards (N.Gerry; N.Bradham).",1,2,8,"NYG","play_type_pass","NYG",8,"SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",6,0,"07:37:00",102,"","","C",5,5,-0.287337446757314,FALSE,"11/25/2018","13:00:00","PHI","NYG",12
"228",2018112506,449,"PHI","PHI","NYG","MAN","1b","PHI 17 xo(12); PHI 86 k; PHI 30 frkrh21(-1); PHI 19 xo(13); PHI 13 8so(12)","X; -; H4; X; 8",NA,"PHI 19","NYG 23 > PHI 13; NYG 34 > PHI 19",449,"(9:08) (Shotgun) C.Wentz pass incomplete deep left to G.Tate.",1,2,10,"PHI","play_type_pass","PHI",48,"SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"2 DL, 4 LB, 5 DB","TRADITIONAL",6,0,"09:08:00",58,"","","I",0,0,-0.89319593890888,FALSE,"11/25/2018","13:00:00","PHI","NYG",12
"229",2018112506,2985,"PHI","PHI","NYG","MAN","1b","PHI 17 9; PHI 13 xo(15); PHI 33 flkl; PHI 88 k; PHI 19 xo(12)","9; X; -; -; X",NA,NA,"NYG 23 > PHI 13; NYG 34 > PHI 19",2985,"(4:27) C.Wentz sacked at PHI 26 for -8 yards (A.Ogletree).",3,1,10,"PHI","play_type_sack","PHI",34,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,7,"2 DL, 4 LB, 5 DB","TRADITIONAL",19,14,"04:27:00",44,"","","S",-8,-8,-1.08668856277562,FALSE,"11/25/2018","13:00:00","PHI","NYG",12
"230",2018091300,880,"CIN","CIN","BLT","MAN","1","CIN 85 3(5); CIN 25 1; CIN 83 2(1); CIN 18 2(1); CIN 15 2(2)","3; 3; 2; 2; 2",NA,"CIN 18","BLT 23 > CIN 85; BLT 24 > CIN 83; BLT 25 > CIN 18; BLT 29 > CIN 15",880,"(6:33) (Shotgun) A.Dalton pass short middle to A.Green for 32 yards, TOUCHDOWN [P.Onwuasor].",1,3,2,"CIN","play_type_pass","BAL",32,"EMPTY","1 RB, 1 TE, 3 WR",7,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,7,"06:33:00",42,"","","C",32,32,4.04611673096528,FALSE,"09/13/2018","20:20:00","CIN","BAL",2
"231",2018091300,1212,"CIN","CIN","BLT","MAN","1","CIN 85 2(2); CIN 25 fr; CIN 83 0u(-3); CIN 18 z; CIN 15 z","2; -; 0; -; -","BLT 23","CIN 85","BLT 23 > CIN 85; BLT 24 > CIN 18; BLT 25 > CIN 83",1212,"(:06) (Shotgun) A.Dalton pass incomplete short middle to T.Eifert (T.Jefferson).",1,1,10,"CIN","play_type_pass","BAL",12,"SHOTGUN","1 RB, 1 TE, 3 WR",6,2,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,14,"00:06:00",22,"","","I",0,0,-0.182785363697485,FALSE,"09/13/2018","20:20:00","CIN","BAL",2
"232",2018091300,2051,"CIN","CIN","BLT","MAN","1","CIN 18 4i(11); CIN 83 8(7); CIN 25 h3(-6); CIN 85 3(11); CIN 15 9o","4; 8; H3; 3; 9",NA,"CIN 83","BLT 24 > CIN 18; BLT 29 > CIN 15",2051,"(3:59) (Shotgun) A.Dalton pass short middle to T.Boyd to BLT 9 for 17 yards (E.Weddle).",2,3,8,"CIN","play_type_pass","BAL",26,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"1 DL, 4 LB, 6 DB","TRADITIONAL",7,21,"03:59:00",84,"","","C",17,17,1.72454495978082,FALSE,"09/13/2018","20:20:00","CIN","BAL",2
"233",2018091300,3024,"BAL","BLT","CIN","MAN","1","BLT 15 9o; BLT 34 fl; BLT 86 2(2); BLT 83 0u(-3); BLT 13 2(4)","9; -; 2; 0; 2",NA,NA,"CIN 21 > BLT 83; CIN 22 > BLT 15; CIN 27 > BLT 13",3024,"(12:43) (Shotgun) J.Flacco pass incomplete short middle to N.Boyle (J.Willis).",3,2,7,"BAL","play_type_pass","CIN",37,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",14,28,"12:43:00",73,"","","I",0,0,-0.664725368259872,FALSE,"09/13/2018","20:20:00","CIN","BAL",2
"234",2018091300,4081,"BAL","BLT","CIN","MAN","1b","BLT 15 6o(13); BLT 87 kl; BLT 86 xd(3); BLT 37 2(3); BLT 13 5(12)","6; -; X; 2; 5",NA,"BLT 37","CIN 22 > BLT 15; CIN 27 > BLT 13",4081,"(11:15) (Shotgun) J.Flacco pass short middle to J.Allen to CIN 17 for 16 yards (S.Williams).",4,1,10,"BAL","play_type_pass","CIN",33,"SHOTGUN","1 RB, 2 TE, 2 WR",6,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",17,28,"11:15:00",43,"","","C",16,16,0.903934994692444,FALSE,"09/13/2018","20:20:00","CIN","BAL",2
"235",2018091300,3770,"CIN","CIN","BLT","MAN","1b","CIN 15 9o; CIN 83 r; CIN 25 fl; CIN 85 2(3); CIN 80 2(3)","9; -; -; 2; 2",NA,"CIN 85","BLT 24 > CIN 80; BLT 25 > CIN 83; BLT 29 > CIN 15",3770,"(:52) (Shotgun) A.Dalton pass short middle to T.Eifert to CIN 49 for 7 yards (T.Jefferson).",3,1,10,"CIN","play_type_pass","CIN",42,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",17,28,"00:52:00",68,"","","C",7,7,-0.0224313397031644,FALSE,"09/13/2018","20:20:00","CIN","BAL",2
"236",2018091300,4038,"BAL","BLT","CIN","MAN","1","BLT 15 9o; BLT 83 9s; BLT 34 h5(1); BLT 89 8o(10); BLT 13 9","9; 9; H5; 8; 9",NA,"BLT 13","CIN 21 > BLT 83; CIN 22 > BLT 15; CIN 27 > BLT 13",4038,"(11:57) (Shotgun) J.Flacco pass incomplete deep right to J.Brown.",4,2,1,"BAL","play_type_pass","CIN",40,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",17,28,"11:57:00",50,"","","I",0,0,-0.703284519976082,FALSE,"09/13/2018","20:20:00","CIN","BAL",2
"237",2018090902,3698,"CIN","CIN","IND","MAN","1","CIN 83 xd(4); CIN 85 7(12); CIN 25 h5(3); CIN 15 4(12); CIN 18 4i(19)","X; 7; H5; 4; 4",NA,"CIN 83","IND 23 > CIN 15; IND 26 > CIN 85; IND 27 > CIN 18",3698,"(6:57) (Shotgun) A.Dalton pass short right to T.Boyd ran ob at IND 40 for 17 yards (M.Hooker).",4,3,8,"CIN","play_type_pass","CIN",43,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 1 LB, 6 DB","SCRAMBLE_ROLLOUT_RIGHT",24,23,"06:57:00",67,"","","C",17,17,2.31926171540381,FALSE,"09/09/2018","13:00:00","IND","CIN",1
"238",2018090902,3525,"IND","IND","CIN","MAN","1b","IND 13 6(4); IND 80 2(1); IND 84 3o(15); IND 11 9b(22); IND 21 3(3)","6; 2; 3; 9; 3","CIN 27","IND 11","CIN 21 > IND 80; CIN 22 > IND 13; CIN 27 > IND 11; CIN 59 > IND 84",3525,"(10:07) (No Huddle, Shotgun) A.Luck pass incomplete deep right to R.Grant (D.Kirkpatrick).",4,3,2,"IND","play_type_pass","IND",33,"EMPTY","1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",24,23,"10:07:00",43,"","","I",0,0,-1.58292923230998,FALSE,"09/09/2018","13:00:00","IND","CIN",1
"239",2018090902,2043,"IND","IND","CIN","MAN","2M","IND 13 8o(12); IND 80 3o(12); IND 84 4(8); IND 21 h2(-4); IND 11 xd(4)","8; 3; 4; H2; X",NA,"IND 84","CIN 21 > IND 80; CIN 22 > IND 13; CIN 27 > IND 11",2043,"(:14) (Shotgun) A.Luck pass short middle to J.Doyle to CIN 33 for 8 yards (H.Nickerson).",2,2,15,"IND","play_type_pass","CIN",41,"SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",10,13,"00:14:00",69,"","","C",8,8,0.208683454220874,FALSE,"09/09/2018","13:00:00","IND","CIN",1
"240",2018102802,2997,"NYJ","NYJ","CHI","MAN","1","NYJ 18 2(0); NYJ 20 h31(1); NYJ 89 16(5); NYJ 10 26(6); NYJ 19 6(9)","2; H5; 3; 6; 6",NA,"NYJ 18","CHI 20 > NYJ 18",2997,"(14:56) (Shotgun) S.Darnold pass short left to D.Burnett to NYJ 38 for 13 yards (D.Trevathan).",4,1,10,"NYJ","play_type_pass","NYJ",25,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",3,17,"14:56:00",85,"","","C",13,13,0.849344964226555,FALSE,"10/28/2018","13:00:00","CHI","NYJ",8
"241",2018102802,131,"NYJ","NYJ","CHI","MAN","1","NYJ 18 9s; NYJ 20 h2(-6); NYJ 85 4i(10); NYJ 10 6(10); NYJ 19 9","9; H2; 4; 6; 9","CHI 37","NYJ 10","CHI 20 > NYJ 18",131,"(13:16) (Shotgun) S.Darnold pass incomplete short right to J.Kearse (B.Callahan) [A.Hicks].",1,3,9,"NYJ","play_type_pass","NYJ",26,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,0,"13:16:00",36,"","","I",0,0,-1.64697381835495,FALSE,"10/28/2018","13:00:00","CHI","NYJ",8
"242",2018102802,340,"CHI","CHI","NYJ","MAN","1","CHI 15 26(4); CHI 17 7o(12); CHI 80 1; CHI 29 h4(2); CHI 18 7(11)","6; 7; 3; H4; 7",NA,NA,"NYJ 27 > CHI 18; NYJ 41 > CHI 17; NYJ 58 > CHI 80",340,"(8:47) (Shotgun) M.Trubisky sacked at NYJ 22 for -1 yards (B.Copeland).",1,3,3,"CHI","play_type_sack","NYJ",21,"SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","SCRAMBLE_ROLLOUT_LEFT",0,0,"08:47:00",31,"","","S",-1,-1,-1.09241007875022,FALSE,"10/28/2018","13:00:00","CHI","NYJ",8
"243",2018102802,3062,"NYJ","NYJ","CHI","MAN","1","NYJ 19 xd(4); NYJ 86 kxd(2); NYJ 20 kl; NYJ 10 9s/; NYJ 18 3(12)","X; X; -; 9; 3",NA,"NYJ 19","CHI 23 > NYJ 18; CHI 58 > NYJ 86",3062,"(13:30) (Shotgun) S.Darnold pass incomplete short right to A.Roberts. PENALTY on CHI-E.Jackson, Unnecessary Roughness, 15 yards, enforced at NYJ 35.",4,3,13,"NYJ","play_type_pass","NYJ",35,"SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",3,17,"13:30:00",75,"UNRd","CHI 39","I",0,15,2.37850950539195,FALSE,"10/28/2018","13:00:00","CHI","NYJ",8
"244",2018102802,742,"NYJ","NYJ","CHI","MAN","1","NYJ 19 9; NYJ 10 8(7); NYJ 85 1v; NYJ 40 h83(4); NYJ 18 5(11)","9; 8; 3; H8; 5",NA,"NYJ 10","CHI 23 > NYJ 18",742,"(3:53) (Shotgun) S.Darnold pass short middle to J.Kearse to NYJ 45 for 19 yards (B.Callahan).",1,3,9,"NYJ","play_type_pass","NYJ",26,"PISTOL","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,7,"03:53:00",36,"","","C",19,19,2.69129520025517,FALSE,"10/28/2018","13:00:00","CHI","NYJ",8
"245",2018102802,1224,"CHI","CHI","NYJ","MAN","1b","CHI 18 67(12); CHI 29 kr; CHI 80 4i(13); CHI 17 9y; CHI 15 xd(3)","7; -; 4; 9; X",NA,"CHI 17","NYJ 21 > CHI 18; NYJ 41 > CHI 17",1224,"(8:33) (Shotgun) M.Trubisky pass incomplete deep right to A.Miller.",2,3,6,"CHI","play_type_pass","NYJ",48,"SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"3 DL, 2 LB, 6 DB","TRADITIONAL",3,7,"08:33:00",62,"","","I",0,0,-1.61988189718338,FALSE,"10/28/2018","13:00:00","CHI","NYJ",8
"246",2018102802,1409,"NYJ","NYJ","CHI","MAN","1","NYJ 82 21(2); NYJ 89 3(11); NYJ 40 h3(-4); NYJ 10 2(3); NYJ 18 9","3; 3; H3; 2; 9","CHI 37","NYJ 10","CHI 20 > NYJ 82; CHI 23 > NYJ 18; CHI 37 > NYJ 10",1409,"(5:36) (Shotgun) S.Darnold pass incomplete short middle to J.Kearse (B.Callahan).",2,3,3,"NYJ","play_type_pass","NYJ",33,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",3,7,"05:36:00",77,"","","I",0,0,-1.50602964295592,FALSE,"10/28/2018","13:00:00","CHI","NYJ",8
